query_id,reference_id
Q12858,
Q12859,
Q12860,
Q12861,
Q12862,
Q12863,
Q12864,
Q12865,
Q12866,
Q12867,
Q12868,R496440
Q12869,R979031
Q12870,
Q12871,
Q12872,
Q12873,R834006
Q12874,R190514
Q12875,R569287
Q12876,
Q12877,
Q12878,
Q12879,R084585
Q12880,R126631
Q12881,
Q12882,R558508
Q12883,
Q12884,
Q12885,
Q12886,
Q12887,
Q12888,
Q12889,
Q12890,
Q12891,
Q12892,
Q12893,
Q12894,
Q12895,
Q12896,
Q12897,
Q12898,
Q12899,
Q12900,R107332
Q12901,
Q12902,
Q12903,R996486
Q12904,
Q12905,R011715
Q12906,
Q12907,
Q12908,
Q12909,
Q12910,
Q12911,
Q12912,
Q12913,
Q12914,
Q12915,
Q12916,
Q12917,
Q12918,
Q12919,
Q12920,
Q12921,
Q12922,R958772
Q12923,
Q12924,
Q12925,
Q12926,
Q12927,
Q12928,
Q12929,R756588
Q12930,
Q12931,
Q12932,R532492
Q12933,
Q12934,
Q12935,
Q12936,
Q12937,
Q12938,R706017
Q12939,
Q12940,
Q12941,
Q12942,
Q12943,
Q12944,
Q12945,
Q12946,
Q12947,
Q12948,
Q12949,
Q12950,
Q12951,R241643
Q12952,
Q12953,
Q12954,
Q12955,R455324
Q12956,
Q12957,
Q12958,
Q12959,
Q12960,
Q12961,
Q12962,R072870
Q12963,
Q12964,
Q12965,
Q12966,
Q12967,R882851
Q12968,
Q12969,
Q12970,
Q12971,
Q12972,
Q12973,R609398
Q12974,
Q12975,R425970
Q12976,
Q12977,
Q12978,
Q12979,R611827
Q12980,
Q12981,
Q12982,
Q12983,R330843
Q12984,
Q12985,
Q12986,
Q12987,R806275
Q12988,
Q12989,
Q12990,
Q12991,
Q12992,
Q12993,
Q12994,R047833
Q12995,R115826
Q12996,
Q12997,
Q12998,
Q12999,
Q13000,
Q13001,R947514
Q13002,
Q13003,
Q13004,
Q13005,
Q13006,R930502
Q13007,
Q13008,
Q13009,R332964
Q13010,
Q13011,
Q13012,
Q13013,
Q13014,
Q13015,
Q13016,
Q13017,
Q13018,
Q13019,
Q13020,
Q13021,
Q13022,
Q13023,
Q13024,
Q13025,
Q13026,R474460
Q13027,R314654
Q13028,
Q13029,
Q13030,
Q13031,
Q13032,R172591
Q13033,
Q13034,
Q13035,
Q13036,
Q13037,R777049
Q13038,
Q13039,
Q13040,
Q13041,
Q13042,
Q13043,
Q13044,
Q13045,R607987
Q13046,
Q13047,
Q13048,R895162
Q13049,
Q13050,
Q13051,R064498
Q13052,
Q13053,
Q13054,
Q13055,
Q13056,
Q13057,
Q13058,
Q13059,
Q13060,
Q13061,
Q13062,R808966
Q13063,
Q13064,
Q13065,R423274
Q13066,R875130
Q13067,R461506
Q13068,
Q13069,R996459
Q13070,
Q13071,
Q13072,
Q13073,
Q13074,
Q13075,
Q13076,
Q13077,
Q13078,R591972
Q13079,
Q13080,R781179
Q13081,
Q13082,
Q13083,
Q13084,R608106
Q13085,
Q13086,
Q13087,
Q13088,
Q13089,
Q13090,
Q13091,
Q13092,
Q13093,
Q13094,
Q13095,
Q13096,
Q13097,
Q13098,
Q13099,R220542
Q13100,
Q13101,
Q13102,
Q13103,
Q13104,
Q13105,
Q13106,
Q13107,
Q13108,
Q13109,
Q13110,
Q13111,R450516
Q13112,R716151
Q13113,
Q13114,R520694
Q13115,
Q13116,R063800
Q13117,
Q13118,
Q13119,
Q13120,
Q13121,
Q13122,
Q13123,
Q13124,
Q13125,
Q13126,
Q13127,
Q13128,
Q13129,R757737
Q13130,
Q13131,
Q13132,
Q13133,
Q13134,
Q13135,
Q13136,
Q13137,R620286
Q13138,
Q13139,
Q13140,
Q13141,R834236
Q13142,R626254
Q13143,
Q13144,R424736
Q13145,
Q13146,R531449
Q13147,
Q13148,
Q13149,
Q13150,
Q13151,
Q13152,R989218
Q13153,
Q13154,R621987
Q13155,
Q13156,
Q13157,
Q13158,
Q13159,R482855
Q13160,
Q13161,
Q13162,
Q13163,
Q13164,
Q13165,
Q13166,R332915
Q13167,
Q13168,
Q13169,
Q13170,
Q13171,
Q13172,R439830
Q13173,
Q13174,
Q13175,
Q13176,
Q13177,
Q13178,
Q13179,
Q13180,
Q13181,
Q13182,
Q13183,
Q13184,
Q13185,R507453
Q13186,
Q13187,
Q13188,
Q13189,R512570
Q13190,
Q13191,
Q13192,
Q13193,R821248
Q13194,
Q13195,
Q13196,
Q13197,
Q13198,
Q13199,R635143
Q13200,
Q13201,R743491
Q13202,
Q13203,R540920
Q13204,
Q13205,
Q13206,
Q13207,
Q13208,R666071
Q13209,R006975
Q13210,
Q13211,
Q13212,
Q13213,
Q13214,
Q13215,R259508
Q13216,
Q13217,
Q13218,R055900
Q13219,R328095
Q13220,
Q13221,R433190
Q13222,
Q13223,
Q13224,
Q13225,
Q13226,
Q13227,
Q13228,
Q13229,R147912
Q13230,
Q13231,
Q13232,
Q13233,
Q13234,R240545
Q13235,
Q13236,
Q13237,
Q13238,R029222
Q13239,R488317
Q13240,
Q13241,
Q13242,R335218
Q13243,
Q13244,
Q13245,R554626
Q13246,
Q13247,R165778
Q13248,
Q13249,
Q13250,
Q13251,R348269
Q13252,
Q13253,
Q13254,
Q13255,
Q13256,
Q13257,
Q13258,R483481
Q13259,
Q13260,
Q13261,R852111
Q13262,
Q13263,
Q13264,R032433
Q13265,
Q13266,
Q13267,
Q13268,R519098
Q13269,
Q13270,
Q13271,
Q13272,R278573
Q13273,
Q13274,
Q13275,R901337
Q13276,
Q13277,R092259
Q13278,R735186
Q13279,R674381
Q13280,
Q13281,R978571
Q13282,R733862
Q13283,
Q13284,R836078
Q13285,
Q13286,
Q13287,
Q13288,
Q13289,
Q13290,
Q13291,
Q13292,R767535
Q13293,
Q13294,R583979
Q13295,
Q13296,
Q13297,
Q13298,
Q13299,
Q13300,
Q13301,
Q13302,
Q13303,
Q13304,R787841
Q13305,R737778
Q13306,
Q13307,
Q13308,
Q13309,
Q13310,
Q13311,R141970
Q13312,
Q13313,R578853
Q13314,
Q13315,
Q13316,R037774
Q13317,
Q13318,
Q13319,
Q13320,
Q13321,
Q13322,
Q13323,
Q13324,R917280
Q13325,
Q13326,
Q13327,
Q13328,
Q13329,
Q13330,
Q13331,
Q13332,
Q13333,
Q13334,
Q13335,
Q13336,
Q13337,R464275
Q13338,
Q13339,
Q13340,R645069
Q13341,
Q13342,R117722
Q13343,
Q13344,
Q13345,R593013
Q13346,
Q13347,
Q13348,R047974
Q13349,
Q13350,
Q13351,
Q13352,
Q13353,
Q13354,R085233
Q13355,
Q13356,
Q13357,R376993
Q13358,
Q13359,R551327
Q13360,
Q13361,
Q13362,R470551
Q13363,
Q13364,
Q13365,
Q13366,
Q13367,
Q13368,
Q13369,
Q13370,
Q13371,
Q13372,
Q13373,
Q13374,
Q13375,
Q13376,
Q13377,
Q13378,
Q13379,
Q13380,
Q13381,R877409
Q13382,R031320
Q13383,R680538
Q13384,
Q13385,R035218
Q13386,
Q13387,R885556
Q13388,
Q13389,
Q13390,
Q13391,
Q13392,R005324
Q13393,R255988
Q13394,
Q13395,
Q13396,
Q13397,
Q13398,
Q13399,
Q13400,
Q13401,R115008
Q13402,
Q13403,
Q13404,R851004
Q13405,
Q13406,
Q13407,
Q13408,
Q13409,
Q13410,
Q13411,
Q13412,
Q13413,
Q13414,
Q13415,
Q13416,
Q13417,
Q13418,
Q13419,
Q13420,
Q13421,
Q13422,
Q13423,R491000
Q13424,
Q13425,
Q13426,
Q13427,
Q13428,
Q13429,
Q13430,
Q13431,
Q13432,
Q13433,
Q13434,
Q13435,
Q13436,
Q13437,
Q13438,R232734
Q13439,
Q13440,
Q13441,
Q13442,
Q13443,
Q13444,
Q13445,
Q13446,
Q13447,
Q13448,
Q13449,
Q13450,
Q13451,
Q13452,R331025
Q13453,
Q13454,
Q13455,
Q13456,R644591
Q13457,
Q13458,
Q13459,
Q13460,
Q13461,
Q13462,
Q13463,
Q13464,
Q13465,
Q13466,R481285
Q13467,
Q13468,
Q13469,
Q13470,
Q13471,
Q13472,
Q13473,
Q13474,
Q13475,
Q13476,
Q13477,R216663
Q13478,
Q13479,
Q13480,
Q13481,
Q13482,
Q13483,
Q13484,
Q13485,
Q13486,
Q13487,
Q13488,
Q13489,
Q13490,R481761
Q13491,
Q13492,
Q13493,
Q13494,
Q13495,R593785
Q13496,
Q13497,
Q13498,
Q13499,
Q13500,R248384
Q13501,R551372
Q13502,
Q13503,R655219
Q13504,
Q13505,R626175
Q13506,
Q13507,
Q13508,R169764
Q13509,
Q13510,
Q13511,
Q13512,
Q13513,
Q13514,
Q13515,
Q13516,
Q13517,
Q13518,
Q13519,
Q13520,
Q13521,
Q13522,
Q13523,
Q13524,
Q13525,
Q13526,R881445
Q13527,
Q13528,
Q13529,R689956
Q13530,
Q13531,R658120
Q13532,R035753
Q13533,
Q13534,
Q13535,
Q13536,
Q13537,R616539
Q13538,
Q13539,
Q13540,
Q13541,
Q13542,
Q13543,
Q13544,
Q13545,
Q13546,
Q13547,R457150
Q13548,
Q13549,
Q13550,
Q13551,
Q13552,
Q13553,
Q13554,R474295
Q13555,
Q13556,
Q13557,
Q13558,
Q13559,
Q13560,
Q13561,
Q13562,
Q13563,
Q13564,
Q13565,
Q13566,
Q13567,
Q13568,R364969
Q13569,R732194
Q13570,
Q13571,
Q13572,R642370
Q13573,
Q13574,R545675
Q13575,
Q13576,
Q13577,R269691
Q13578,
Q13579,
Q13580,
Q13581,
Q13582,R918769
Q13583,
Q13584,
Q13585,
Q13586,
Q13587,
Q13588,
Q13589,
Q13590,
Q13591,
Q13592,
Q13593,
Q13594,R757006
Q13595,R453564
Q13596,R715152
Q13597,
Q13598,R671313
Q13599,
Q13600,
Q13601,
Q13602,
Q13603,
Q13604,R933264
Q13605,
Q13606,
Q13607,
Q13608,
Q13609,R061037
Q13610,
Q13611,
Q13612,
Q13613,
Q13614,
Q13615,
Q13616,
Q13617,
Q13618,R220315
Q13619,
Q13620,R418236
Q13621,
Q13622,
Q13623,R228249
Q13624,
Q13625,
Q13626,
Q13627,
Q13628,
Q13629,
Q13630,
Q13631,
Q13632,
Q13633,
Q13634,
Q13635,
Q13636,R493437
Q13637,
Q13638,
Q13639,
Q13640,R828080
Q13641,
Q13642,
Q13643,
Q13644,
Q13645,
Q13646,
Q13647,
Q13648,
Q13649,
Q13650,
Q13651,
Q13652,
Q13653,
Q13654,R491691
Q13655,
Q13656,
Q13657,
Q13658,
Q13659,
Q13660,
Q13661,R966781
Q13662,
Q13663,
Q13664,R629228
Q13665,
Q13666,
Q13667,
Q13668,
Q13669,
Q13670,
Q13671,
Q13672,
Q13673,
Q13674,
Q13675,
Q13676,R692351
Q13677,
Q13678,R680930
Q13679,R960565
Q13680,
Q13681,
Q13682,
Q13683,
Q13684,R287550
Q13685,
Q13686,
Q13687,
Q13688,
Q13689,R193417
Q13690,
Q13691,
Q13692,R805908
Q13693,
Q13694,
Q13695,
Q13696,R837768
Q13697,R513416
Q13698,
Q13699,
Q13700,
Q13701,R453752
Q13702,
Q13703,
Q13704,
Q13705,
Q13706,
Q13707,
Q13708,
Q13709,
Q13710,
Q13711,
Q13712,
Q13713,R155538
Q13714,
Q13715,
Q13716,
Q13717,
Q13718,R654310
Q13719,
Q13720,
Q13721,
Q13722,
Q13723,
Q13724,
Q13725,
Q13726,
Q13727,
Q13728,
Q13729,
Q13730,
Q13731,
Q13732,
Q13733,
Q13734,R469154
Q13735,R913845
Q13736,
Q13737,
Q13738,R491100
Q13739,R781752
Q13740,
Q13741,
Q13742,R682377
Q13743,
Q13744,
Q13745,
Q13746,
Q13747,
Q13748,
Q13749,
Q13750,
Q13751,
Q13752,
Q13753,
Q13754,R222316
Q13755,
Q13756,
Q13757,
Q13758,
Q13759,R016435
Q13760,
Q13761,
Q13762,
Q13763,
Q13764,
Q13765,
Q13766,R299140
Q13767,
Q13768,
Q13769,
Q13770,R317023
Q13771,
Q13772,
Q13773,
Q13774,
Q13775,
Q13776,
Q13777,
Q13778,R200068
Q13779,R914369
Q13780,
Q13781,R678919
Q13782,
Q13783,
Q13784,R450548
Q13785,
Q13786,
Q13787,
Q13788,R923576
Q13789,R757149
Q13790,
Q13791,
Q13792,
Q13793,
Q13794,
Q13795,
Q13796,
Q13797,
Q13798,
Q13799,
Q13800,
Q13801,R551276
Q13802,
Q13803,
Q13804,R543312
Q13805,
Q13806,
Q13807,
Q13808,
Q13809,
Q13810,R983283
Q13811,
Q13812,
Q13813,
Q13814,
Q13815,
Q13816,
Q13817,
Q13818,
Q13819,
Q13820,R841331
Q13821,R644124
Q13822,R943818
Q13823,
Q13824,R579495
Q13825,R763220
Q13826,
Q13827,
Q13828,
Q13829,
Q13830,
Q13831,
Q13832,
Q13833,
Q13834,
Q13835,
Q13836,
Q13837,R078520
Q13838,
Q13839,
Q13840,
Q13841,
Q13842,
Q13843,
Q13844,
Q13845,
Q13846,
Q13847,R659702
Q13848,R694177
Q13849,
Q13850,
Q13851,
Q13852,
Q13853,
Q13854,
Q13855,R231274
Q13856,R860530
Q13857,
Q13858,
Q13859,R971483
Q13860,
Q13861,
Q13862,
Q13863,
Q13864,
Q13865,
Q13866,
Q13867,
Q13868,
Q13869,R782113
Q13870,
Q13871,
Q13872,
Q13873,
Q13874,
Q13875,
Q13876,R048801
Q13877,
Q13878,R766393
Q13879,
Q13880,
Q13881,
Q13882,R702179
Q13883,R558279
Q13884,
Q13885,
Q13886,
Q13887,
Q13888,
Q13889,
Q13890,
Q13891,R623563
Q13892,
Q13893,
Q13894,
Q13895,
Q13896,
Q13897,
Q13898,
Q13899,
Q13900,
Q13901,R267563
Q13902,
Q13903,R442010
Q13904,
Q13905,
Q13906,
Q13907,
Q13908,
Q13909,
Q13910,R777780
Q13911,
Q13912,
Q13913,
Q13914,
Q13915,
Q13916,R245863
Q13917,
Q13918,
Q13919,
Q13920,
Q13921,
Q13922,
Q13923,
Q13924,
Q13925,
Q13926,R646784
Q13927,
Q13928,
Q13929,
Q13930,
Q13931,
Q13932,
Q13933,
Q13934,
Q13935,
Q13936,
Q13937,
Q13938,
Q13939,
Q13940,R731423
Q13941,
Q13942,R236230
Q13943,R916056
Q13944,
Q13945,
Q13946,R353815
Q13947,
Q13948,
Q13949,
Q13950,
Q13951,
Q13952,
Q13953,
Q13954,
Q13955,
Q13956,
Q13957,
Q13958,R355643
Q13959,
Q13960,
Q13961,
Q13962,R544321
Q13963,
Q13964,
Q13965,R679027
Q13966,
Q13967,
Q13968,
Q13969,R050363
Q13970,
Q13971,
Q13972,
Q13973,
Q13974,
Q13975,
Q13976,
Q13977,
Q13978,
Q13979,
Q13980,
Q13981,
Q13982,R877820
Q13983,
Q13984,
Q13985,
Q13986,
Q13987,
Q13988,
Q13989,
Q13990,
Q13991,
Q13992,
Q13993,R315716
Q13994,
Q13995,
Q13996,
Q13997,
Q13998,R917828
Q13999,R823672
Q14000,R670869
Q14001,
Q14002,
Q14003,
Q14004,
Q14005,R757964
Q14006,
Q14007,R240431
Q14008,
Q14009,
Q14010,
Q14011,
Q14012,
Q14013,R858207
Q14014,
Q14015,R088304
Q14016,
Q14017,
Q14018,
Q14019,
Q14020,
Q14021,
Q14022,
Q14023,
Q14024,R153293
Q14025,
Q14026,
Q14027,R635757
Q14028,
Q14029,
Q14030,
Q14031,
Q14032,
Q14033,
Q14034,
Q14035,
Q14036,R040288
Q14037,R110775
Q14038,
Q14039,
Q14040,
Q14041,
Q14042,
Q14043,
Q14044,
Q14045,
Q14046,
Q14047,
Q14048,
Q14049,
Q14050,
Q14051,R168306
Q14052,
Q14053,
Q14054,
Q14055,
Q14056,
Q14057,
Q14058,R462979
Q14059,
Q14060,
Q14061,
Q14062,
Q14063,
Q14064,
Q14065,
Q14066,
Q14067,
Q14068,
Q14069,
Q14070,
Q14071,
Q14072,
Q14073,
Q14074,
Q14075,
Q14076,
Q14077,R074250
Q14078,R013518
Q14079,
Q14080,
Q14081,
Q14082,
Q14083,
Q14084,
Q14085,
Q14086,
Q14087,
Q14088,
Q14089,
Q14090,
Q14091,
Q14092,
Q14093,
Q14094,
Q14095,
Q14096,
Q14097,
Q14098,
Q14099,
Q14100,
Q14101,
Q14102,
Q14103,
Q14104,R946177
Q14105,
Q14106,
Q14107,R403595
Q14108,
Q14109,R039612
Q14110,
Q14111,
Q14112,
Q14113,
Q14114,R652080
Q14115,
Q14116,R664066
Q14117,R518951
Q14118,R872925
Q14119,
Q14120,
Q14121,
Q14122,
Q14123,
Q14124,
Q14125,R490615
Q14126,R644649
Q14127,
Q14128,
Q14129,
Q14130,
Q14131,
Q14132,
Q14133,
Q14134,
Q14135,
Q14136,
Q14137,
Q14138,
Q14139,
Q14140,R975244
Q14141,
Q14142,
Q14143,
Q14144,
Q14145,
Q14146,
Q14147,
Q14148,
Q14149,R444607
Q14150,
Q14151,
Q14152,
Q14153,
Q14154,R202576
Q14155,
Q14156,
Q14157,R660429
Q14158,
Q14159,
Q14160,
Q14161,R365270
Q14162,
Q14163,R714476
Q14164,
Q14165,
Q14166,R141318
Q14167,
Q14168,
Q14169,
Q14170,
Q14171,
Q14172,
Q14173,
Q14174,
Q14175,
Q14176,
Q14177,R995357
Q14178,
Q14179,
Q14180,
Q14181,
Q14182,
Q14183,
Q14184,R198748
Q14185,R700475
Q14186,
Q14187,R469759
Q14188,
Q14189,
Q14190,
Q14191,
Q14192,
Q14193,
Q14194,
Q14195,
Q14196,R667702
Q14197,
Q14198,R739365
Q14199,
Q14200,
Q14201,R871415
Q14202,R504471
Q14203,
Q14204,
Q14205,
Q14206,
Q14207,
Q14208,R170771
Q14209,
Q14210,
Q14211,
Q14212,
Q14213,R956831
Q14214,
Q14215,
Q14216,
Q14217,R997111
Q14218,
Q14219,
Q14220,
Q14221,
Q14222,
Q14223,
Q14224,
Q14225,
Q14226,
Q14227,
Q14228,
Q14229,
Q14230,R312289
Q14231,R385977
Q14232,
Q14233,
Q14234,
Q14235,R808351
Q14236,
Q14237,R937072
Q14238,
Q14239,
Q14240,
Q14241,R750131
Q14242,
Q14243,
Q14244,
Q14245,
Q14246,R167685
Q14247,
Q14248,
Q14249,
Q14250,
Q14251,
Q14252,
Q14253,
Q14254,
Q14255,R706754
Q14256,
Q14257,
Q14258,
Q14259,
Q14260,
Q14261,
Q14262,
Q14263,
Q14264,
Q14265,
Q14266,R900633
Q14267,
Q14268,
Q14269,
Q14270,R556364
Q14271,
Q14272,
Q14273,
Q14274,
Q14275,
Q14276,
Q14277,R191414
Q14278,
Q14279,
Q14280,
Q14281,
Q14282,
Q14283,
Q14284,
Q14285,
Q14286,
Q14287,R343984
Q14288,
Q14289,
Q14290,
Q14291,R416567
Q14292,R640055
Q14293,
Q14294,
Q14295,R439428
Q14296,R815827
Q14297,
Q14298,R439144
Q14299,
Q14300,
Q14301,
Q14302,
Q14303,
Q14304,
Q14305,
Q14306,
Q14307,
Q14308,R483289
Q14309,
Q14310,
Q14311,
Q14312,
Q14313,
Q14314,R605490
Q14315,
Q14316,
Q14317,
Q14318,
Q14319,
Q14320,
Q14321,
Q14322,
Q14323,
Q14324,
Q14325,
Q14326,
Q14327,
Q14328,
Q14329,
Q14330,
Q14331,
Q14332,
Q14333,
Q14334,
Q14335,R908143
Q14336,R613136
Q14337,
Q14338,
Q14339,
Q14340,
Q14341,
Q14342,
Q14343,
Q14344,
Q14345,
Q14346,
Q14347,
Q14348,
Q14349,R414049
Q14350,
Q14351,
Q14352,R031262
Q14353,
Q14354,
Q14355,
Q14356,
Q14357,
Q14358,
Q14359,
Q14360,
Q14361,
Q14362,
Q14363,
Q14364,
Q14365,
Q14366,R321960
Q14367,
Q14368,R701012
Q14369,R734925
Q14370,R783058
Q14371,
Q14372,
Q14373,
Q14374,
Q14375,
Q14376,R099615
Q14377,
Q14378,
Q14379,
Q14380,
Q14381,R848134
Q14382,
Q14383,
Q14384,
Q14385,
Q14386,R173106
Q14387,R483883
Q14388,
Q14389,
Q14390,
Q14391,
Q14392,
Q14393,
Q14394,
Q14395,
Q14396,R612084
Q14397,R734803
Q14398,
Q14399,
Q14400,
Q14401,
Q14402,
Q14403,
Q14404,
Q14405,
Q14406,
Q14407,
Q14408,
Q14409,R014524
Q14410,R335522
Q14411,
Q14412,
Q14413,
Q14414,R239187
Q14415,R072570
Q14416,
Q14417,
Q14418,
Q14419,
Q14420,
Q14421,
Q14422,
Q14423,
Q14424,
Q14425,R819373
Q14426,
Q14427,R428074
Q14428,
Q14429,
Q14430,R624545
Q14431,
Q14432,
Q14433,
Q14434,R178847
Q14435,
Q14436,R709127
Q14437,
Q14438,
Q14439,
Q14440,
Q14441,
Q14442,
Q14443,
Q14444,
Q14445,
Q14446,R491938
Q14447,
Q14448,
Q14449,
Q14450,R575308
Q14451,
Q14452,
Q14453,
Q14454,
Q14455,
Q14456,
Q14457,
Q14458,R997460
Q14459,
Q14460,
Q14461,
Q14462,
Q14463,R967328
Q14464,
Q14465,
Q14466,
Q14467,
Q14468,R030362
Q14469,
Q14470,R117885
Q14471,
Q14472,
Q14473,
Q14474,R817113
Q14475,
Q14476,
Q14477,
Q14478,
Q14479,
Q14480,
Q14481,
Q14482,
Q14483,R032077
Q14484,
Q14485,
Q14486,
Q14487,
Q14488,R036060
Q14489,
Q14490,
Q14491,
Q14492,
Q14493,
Q14494,R417458
Q14495,
Q14496,
Q14497,
Q14498,
Q14499,
Q14500,
Q14501,
Q14502,R076983
Q14503,
Q14504,R672270
Q14505,
Q14506,
Q14507,
Q14508,
Q14509,
Q14510,
Q14511,
Q14512,
Q14513,
Q14514,
Q14515,
Q14516,
Q14517,
Q14518,
Q14519,
Q14520,
Q14521,
Q14522,
Q14523,
Q14524,
Q14525,
Q14526,
Q14527,
Q14528,
Q14529,
Q14530,
Q14531,R953865
Q14532,
Q14533,
Q14534,
Q14535,
Q14536,
Q14537,
Q14538,
Q14539,R388906
Q14540,R280018
Q14541,
Q14542,
Q14543,
Q14544,
Q14545,
Q14546,
Q14547,
Q14548,
Q14549,R667349
Q14550,
Q14551,
Q14552,
Q14553,
Q14554,
Q14555,
Q14556,
Q14557,
Q14558,
Q14559,
Q14560,R575828
Q14561,
Q14562,
Q14563,
Q14564,
Q14565,
Q14566,R818887
Q14567,R674468
Q14568,R296757
Q14569,R028361
Q14570,
Q14571,
Q14572,R881892
Q14573,R670206
Q14574,
Q14575,
Q14576,R050729
Q14577,
Q14578,
Q14579,
Q14580,
Q14581,
Q14582,
Q14583,
Q14584,
Q14585,
Q14586,
Q14587,
Q14588,
Q14589,
Q14590,
Q14591,R614223
Q14592,R247246
Q14593,R096021
Q14594,
Q14595,R353153
Q14596,
Q14597,
Q14598,
Q14599,
Q14600,
Q14601,
Q14602,
Q14603,
Q14604,
Q14605,R419941
Q14606,R918925
Q14607,
Q14608,
Q14609,
Q14610,
Q14611,R132171
Q14612,
Q14613,
Q14614,
Q14615,
Q14616,R314842
Q14617,
Q14618,
Q14619,
Q14620,
Q14621,
Q14622,
Q14623,
Q14624,
Q14625,
Q14626,
Q14627,R614319
Q14628,
Q14629,
Q14630,
Q14631,
Q14632,
Q14633,R613208
Q14634,R421061
Q14635,
Q14636,
Q14637,
Q14638,R447430
Q14639,R607318
Q14640,R163087
Q14641,
Q14642,
Q14643,
Q14644,
Q14645,
Q14646,R204605
Q14647,
Q14648,
Q14649,R819006
Q14650,
Q14651,
Q14652,
Q14653,
Q14654,R067444
Q14655,
Q14656,
Q14657,R259294
Q14658,
Q14659,
Q14660,
Q14661,R641817
Q14662,
Q14663,
Q14664,
Q14665,R412010
Q14666,
Q14667,
Q14668,
Q14669,R456632
Q14670,R247145
Q14671,
Q14672,
Q14673,
Q14674,
Q14675,
Q14676,R508395
Q14677,
Q14678,
Q14679,
Q14680,R648245
Q14681,
Q14682,R376232
Q14683,R146613
Q14684,R065486
Q14685,R407876
Q14686,
Q14687,
Q14688,
Q14689,
Q14690,
Q14691,
Q14692,
Q14693,
Q14694,
Q14695,
Q14696,
Q14697,
Q14698,
Q14699,
Q14700,
Q14701,R768043
Q14702,
Q14703,R596985
Q14704,
Q14705,
Q14706,R457175
Q14707,
Q14708,
Q14709,
Q14710,
Q14711,
Q14712,
Q14713,
Q14714,R114205
Q14715,
Q14716,
Q14717,R108859
Q14718,R216125
Q14719,R155552
Q14720,
Q14721,
Q14722,R049642
Q14723,
Q14724,R980404
Q14725,
Q14726,R027354
Q14727,
Q14728,
Q14729,
Q14730,
Q14731,
Q14732,R014287
Q14733,
Q14734,
Q14735,
Q14736,
Q14737,
Q14738,
Q14739,
Q14740,
Q14741,
Q14742,
Q14743,
Q14744,
Q14745,R079249
Q14746,
Q14747,
Q14748,
Q14749,
Q14750,
Q14751,R312543
Q14752,
Q14753,
Q14754,
Q14755,
Q14756,
Q14757,R889263
Q14758,
Q14759,
Q14760,
Q14761,R827919
Q14762,R876287
Q14763,
Q14764,
Q14765,
Q14766,
Q14767,
Q14768,
Q14769,
Q14770,R809352
Q14771,
Q14772,
Q14773,
Q14774,
Q14775,
Q14776,R716374
Q14777,
Q14778,
Q14779,
Q14780,
Q14781,
Q14782,R478822
Q14783,R246653
Q14784,
Q14785,
Q14786,
Q14787,R436663
Q14788,
Q14789,
Q14790,
Q14791,R691451
Q14792,
Q14793,
Q14794,
Q14795,
Q14796,
Q14797,R450518
Q14798,R308733
Q14799,
Q14800,
Q14801,R293881
Q14802,
Q14803,
Q14804,
Q14805,
Q14806,
Q14807,R496779
Q14808,R206316
Q14809,R038107
Q14810,
Q14811,
Q14812,
Q14813,
Q14814,R155139
Q14815,R400056
Q14816,
Q14817,
Q14818,
Q14819,
Q14820,R785214
Q14821,R799103
Q14822,
Q14823,
Q14824,
Q14825,
Q14826,
Q14827,
Q14828,
Q14829,
Q14830,
Q14831,
Q14832,
Q14833,
Q14834,
Q14835,R854486
Q14836,
Q14837,
Q14838,
Q14839,
Q14840,R252056
Q14841,
Q14842,
Q14843,
Q14844,
Q14845,
Q14846,
Q14847,
Q14848,
Q14849,
Q14850,
Q14851,
Q14852,
Q14853,
Q14854,
Q14855,
Q14856,
Q14857,R686720
Q14858,R960843
Q14859,
Q14860,
Q14861,R164757
Q14862,
Q14863,R910858
Q14864,
Q14865,
Q14866,
Q14867,R480874
Q14868,
Q14869,
Q14870,
Q14871,R672959
Q14872,R822143
Q14873,R471448
Q14874,
Q14875,
Q14876,
Q14877,
Q14878,
Q14879,
Q14880,
Q14881,
Q14882,
Q14883,R346372
Q14884,R619202
Q14885,R490797
Q14886,
Q14887,
Q14888,R698082
Q14889,
Q14890,
Q14891,
Q14892,
Q14893,
Q14894,
Q14895,
Q14896,
Q14897,
Q14898,
Q14899,
Q14900,
Q14901,
Q14902,
Q14903,
Q14904,
Q14905,
Q14906,
Q14907,R281933
Q14908,
Q14909,R237178
Q14910,
Q14911,
Q14912,
Q14913,
Q14914,
Q14915,
Q14916,
Q14917,
Q14918,
Q14919,R280653
Q14920,
Q14921,R024625
Q14922,
Q14923,
Q14924,
Q14925,
Q14926,
Q14927,
Q14928,
Q14929,
Q14930,R597884
Q14931,
Q14932,
Q14933,
Q14934,
Q14935,
Q14936,R077803
Q14937,
Q14938,
Q14939,R329040
Q14940,
Q14941,
Q14942,
Q14943,
Q14944,R330137
Q14945,
Q14946,R623796
Q14947,
Q14948,
Q14949,
Q14950,
Q14951,
Q14952,
Q14953,
Q14954,
Q14955,
Q14956,
Q14957,
Q14958,R112237
Q14959,
Q14960,
Q14961,
Q14962,R604277
Q14963,R872156
Q14964,
Q14965,
Q14966,R810343
Q14967,
Q14968,
Q14969,R339723
Q14970,
Q14971,R590766
Q14972,
Q14973,
Q14974,
Q14975,
Q14976,
Q14977,R094137
Q14978,
Q14979,
Q14980,
